2,"139 132 198 231 0 0.796671 
"
3,"146 130 200 231 0 0.73103 
"
3,"572 0 595 59 0 0.535189 
"
4,"147 130 201 231 0 0.779863 
"
5,"155 130 203 232 0 0.844325 
"
6,"168 129 203 230 0 0.827096 
"
7,"170 127 205 228 0 0.877483 
"
8,"174 127 208 230 0 0.927101 
"
9,"178 126 211 230 0 0.841139 
"
10,"183 124 216 233 0 0.752101 
"
11,"187 124 218 234 0 0.906813 
"
12,"188 125 226 234 0 0.937102 
"
13,"188 126 234 233 0 0.93969 
"
14,"188 129 241 232 0 0.87015 
"
15,"187 128 249 232 0 0.906313 
"
16,"186 128 251 231 0 0.838966 
"
16,"69 187 88 229 0 0.601258 
"
17,"191 130 260 231 0 0.685468 
"
17,"70 187 91 229 0 0.609689 
"
18,"202 129 261 231 0 0.859802 
"
18,"72 189 94 227 0 0.557146 
"
19,"204 132 262 230 0 0.8299 
"
20,"215 128 261 230 0 0.626171 
"
21,"222 127 259 228 0 0.653639 
"
22,"223 125 260 226 0 0.673702 
"
23,"226 124 260 227 0 0.540748 
"
24,"232 126 269 232 0 0.611562 
"
25,"235 126 274 232 0 0.861782 
"
26,"237 125 278 231 0 0.889333 
"
27,"238 125 282 233 0 0.75643 
"
28,"239 128 289 230 0 0.80303 
"
29,"239 130 295 229 0 0.764096 
"
30,"238 131 297 231 0 0.751282 
"
30,"98 185 139 237 0 0.53283 
"
31,"243 130 300 227 0 0.612501 
"
32,"253 130 304 227 0 0.675375 
"
33,"259 131 305 228 0 0.825606 
"
34,"265 127 305 229 0 0.787713 
"
35,"269 129 306 226 0 0.736681 
"
37,"276 126 309 226 0 0.802358 
"
38,"282 124 314 228 0 0.72795 
"
38,"124 155 157 238 0 0.534274 
"
39,"285 125 318 228 0 0.864896 
"
39,"124 154 160 239 0 0.686374 
"
40,"288 123 323 231 0 0.925457 
"
40,"128 157 167 242 0 0.521194 
"
41,"289 120 327 229 0 0.838872 
"
41,"134 159 170 247 0 0.627899 
"
42,"290 124 333 227 0 0.910746 
"
42,"135 159 173 247 0 0.824278 
"
43,"292 123 338 226 0 0.832693 
"
43,"137 162 177 247 0 0.815844 
"
44,"292 123 349 228 0 0.818181 
"
44,"140 161 178 246 0 0.803876 
"
45,"292 124 350 229 0 0.866774 
"
45,"142 161 180 247 0 0.670778 
"
46,"295 125 355 228 0 0.88882 
"
46,"146 163 183 242 0 0.568061 
"
47,"302 127 356 225 0 0.856457 
"
47,"149 160 183 242 0 0.572354 
"
48,"311 126 354 226 0 0.809476 
"
48,"150 161 188 244 0 0.648614 
"
49,"315 125 353 225 0 0.788011 
"
50,"323 117 357 226 0 0.912523 
"
50,"156 160 197 250 0 0.817444 
"
51,"324 120 358 226 0 0.909791 
"
51,"155 166 205 248 0 0.852156 
"
52,"158 167 206 247 0 0.824583 
"
52,"326 119 363 224 0 0.646019 
"
53,"332 119 367 225 0 0.851842 
"
53,"160 168 208 249 0 0.839897 
"
54,"336 117 372 224 0 0.919266 
"
54,"162 169 210 249 0 0.843274 
"
55,"337 115 375 225 0 0.933329 
"
55,"164 170 211 247 0 0.619153 
"
56,"336 117 383 224 0 0.936755 
"
57,"337 121 387 223 0 0.904039 
"
58,"338 119 392 223 0 0.88952 
"
59,"337 122 394 225 0 0.842615 
"
60,"342 121 397 226 0 0.763392 
"
61,"346 122 402 226 0 0.811974 
"
62,"355 120 398 228 0 0.84498 
"
62,"200 168 234 252 0 0.650766 
"
63,"360 121 399 225 0 0.905006 
"
63,"201 170 238 254 0 0.54179 
"
64,"364 121 400 224 0 0.855562 
"
64,"209 164 241 258 0 0.50419 
"
65,"368 124 402 226 0 0.91484 
"
66,"369 122 405 224 0 0.915279 
"
68,"381 116 414 225 0 0.876798 
"
69,"385 116 420 225 0 0.941785 
"
70,"386 116 426 224 0 0.970225 
"
71,"388 118 429 224 0 0.957141 
"
72,"388 118 436 223 0 0.911153 
"
72,"236 180 278 261 0 0.733894 
"
73,"391 118 440 223 0 0.81172 
"
73,"236 179 282 265 0 0.722501 
"
74,"391 120 446 225 0 0.77711 
"
74,"238 179 282 265 0 0.673201 
"
75,"391 122 445 224 0 0.761106 
"
75,"240 180 284 264 0 0.573426 
"
76,"400 119 447 226 0 0.634833 
"
77,"407 123 442 226 0 0.572842 
"
79,"412 123 446 221 0 0.741162 
"
80,"412 120 447 223 0 0.79834 
"
81,"417 120 451 221 0 0.643192 
"
81,"266 177 300 264 0 0.616267 
"
82,"267 178 302 263 0 0.62172 
"
83,"270 178 307 261 0 0.583219 
"
84,"269 178 312 269 0 0.581416 
"
85,"429 111 471 220 0 0.633512 
"
86,"433 111 477 219 0 0.684802 
"
87,"433 119 481 222 0 0.625259 
"
88,"433 120 485 221 0 0.611419 
"
89,"432 124 487 219 0 0.505921 
"
90,"432 119 487 220 0 0.694073 
"
91,"434 122 489 216 0 0.632771 
"
92,"436 115 490 216 0 0.758745 
"
94,"308 185 352 271 0 0.550507 
"
96,"462 112 497 211 0 0.520985 
"
98,"471 111 504 212 0 0.597534 
"
99,"471 108 508 215 0 0.64495 
"
100,"478 109 512 213 0 0.53977 
"
101,"476 107 520 213 0 0.816627 
"
102,"478 109 525 209 0 0.73334 
"
103,"479 110 524 210 0 0.835386 
"
103,"338 185 372 273 0 0.527275 
"
104,"480 111 527 211 0 0.858364 
"
105,"482 111 527 211 0 0.857611 
"
105,"341 187 380 277 0 0.558884 
"
106,"485 110 529 214 0 0.862141 
"
107,"488 111 530 212 0 0.686669 
"
108,"493 112 530 212 0 0.795877 
"
109,"496 111 530 211 0 0.737253 
"
112,"504 110 541 206 0 0.523091 
"
113,"506 104 547 210 0 0.70338 
"
113,"365 192 404 276 0 0.50548 
"
114,"507 105 549 208 0 0.855203 
"
115,"509 105 550 208 0 0.892 
"
116,"510 105 553 210 0 0.75624 
"
120,"515 108 561 206 0 0.644938 
"
121,"516 105 560 206 0 0.594223 
"
125,"526 103 568 201 0 0.684574 
"
126,"532 100 569 201 0 0.834822 
"
126,"526 147 541 170 26 0.652748 
"
127,"536 99 572 201 0 0.753229 
"
128,"538 96 574 199 0 0.741247 
"
129,"541 90 578 194 0 0.76883 
"
130,"541 89 580 196 0 0.850868 
"
130,"417 200 456 292 0 0.508177 
"
131,"542 90 581 194 0 0.711861 
"
131,"420 201 458 293 0 0.629872 
"
134,"548 91 592 199 0 0.603041 
"
135,"547 91 594 200 0 0.784958 
"
136,"548 92 595 200 0 0.835242 
"
137,"549 90 596 196 0 0.866154 
"
138,"550 87 598 196 0 0.841576 
"
139,"553 86 598 189 0 0.938179 
"
140,"556 86 597 188 0 0.931925 
"
141,"556 84 598 188 0 0.941142 
"
142,"556 83 598 187 0 0.953926 
"
143,"557 83 599 186 0 0.956917 
"
144,"559 82 598 186 0 0.921311 
"
145,"560 82 599 187 0 0.917239 
"
146,"562 80 600 186 0 0.872808 
"
146,"464 210 503 293 0 0.522553 
"
147,"563 79 602 184 0 0.865544 
"
147,"467 209 503 294 0 0.548842 
"
148,"563 80 604 185 0 0.851466 
"
149,"566 80 603 186 0 0.877597 
"
150,"567 80 603 187 0 0.884322 
"
151,"567 80 603 187 0 0.89933 
"
152,"566 79 604 186 0 0.894741 
"
153,"566 79 605 182 0 0.791506 
"
154,"567 78 606 180 0 0.786217 
"
155,"567 76 608 178 0 0.816266 
"
156,"567 76 608 179 0 0.812341 
"
157,"570 74 610 175 0 0.809025 
"
158,"570 72 610 175 0 0.779793 
"
159,"570 72 611 174 0 0.77248 
"
159,"122 128 158 226 0 0.642956 
"
160,"571 72 610 172 0 0.653236 
"
161,"570 74 607 170 0 0.573278 
"
162,"570 73 607 170 0 0.530589 
"
164,"567 120 583 144 26 0.590789 
"
164,"576 70 610 170 0 0.582447 
"
165,"567 120 583 145 26 0.588994 
"
165,"573 71 609 171 0 0.561761 
"
166,"566 120 583 145 26 0.523022 
"
166,"569 71 607 171 0 0.505046 
"
167,"576 68 611 166 0 0.508878 
"
168,"154 135 186 225 0 0.764114 
"
168,"577 65 610 163 0 0.566791 
"
169,"575 64 612 164 0 0.731462 
"
169,"158 134 192 226 0 0.525222 
"
170,"159 135 195 224 0 0.906768 
"
170,"574 63 614 157 0 0.786587 
"
171,"161 136 197 225 0 0.891043 
"
171,"574 62 614 158 0 0.832195 
"
172,"162 134 202 228 0 0.920806 
"
172,"575 62 614 155 0 0.827397 
"
173,"573 60 610 157 0 0.777939 
"
173,"165 139 206 229 0 0.770438 
"
174,"164 136 211 230 0 0.871474 
"
174,"574 60 612 156 0 0.813955 
"
175,"167 139 212 231 0 0.773226 
"
175,"573 58 610 156 0 0.73395 
"
176,"572 57 610 156 0 0.745032 
"
176,"169 139 213 229 0 0.704241 
"
177,"571 58 610 158 0 0.741103 
"
177,"176 138 213 229 0 0.605255 
"
178,"570 59 611 160 0 0.776649 
"
179,"190 137 223 232 0 0.81696 
"
179,"570 59 611 161 0 0.796213 
"
179,"567 109 582 133 26 0.507056 
"
179,"557 226 601 310 0 0.503319 
"
180,"193 134 226 232 0 0.886014 
"
180,"569 59 611 161 0 0.812267 
"
181,"569 59 611 162 0 0.858148 
"
181,"197 131 228 233 0 0.814219 
"
181,"567 108 582 134 26 0.562216 
"
182,"198 130 230 232 0 0.929906 
"
182,"568 57 608 160 0 0.546534 
"
183,"199 130 233 234 0 0.901593 
"
183,"567 55 609 163 0 0.787983 
"
184,"567 56 608 162 0 0.797798 
"
184,"202 129 237 232 0 0.677375 
"
185,"204 128 247 235 0 0.759004 
"
185,"568 57 608 154 0 0.613483 
"
186,"204 130 253 234 0 0.665353 
"
187,"207 130 254 236 0 0.617149 
"
187,"568 55 608 152 0 0.506495 
"
188,"209 129 256 235 0 0.700019 
"
189,"211 131 256 237 0 0.739622 
"
189,"568 52 608 149 0 0.538027 
"
190,"215 129 255 235 0 0.813591 
"
190,"568 54 608 146 0 0.597137 
"
190,"568 310 629 396 0 0.506748 
"
191,"568 53 608 146 0 0.693676 
"
191,"218 131 256 235 0 0.600867 
"
192,"568 51 608 147 0 0.751359 
"
193,"567 51 608 148 0 0.754043 
"
194,"568 49 606 145 0 0.734021 
"
195,"568 50 606 145 0 0.709985 
"
195,"239 136 272 237 0 0.702484 
"
196,"238 142 275 232 0 0.81642 
"
196,"568 50 605 144 0 0.735783 
"
196,"564 97 577 121 26 0.520731 
"
197,"567 50 605 144 0 0.728228 
"
197,"239 144 278 229 0 0.56501 
"
198,"568 51 605 143 0 0.735673 
"
198,"241 143 281 229 0 0.500652 
"
199,"568 48 605 144 0 0.834835 
"
199,"241 149 285 233 0 0.625318 
"
200,"568 48 605 143 0 0.809624 
"
201,"567 50 604 141 0 0.727815 
"
202,"566 44 604 141 0 0.684894 
"
202,"258 148 291 242 0 0.647854 
"
203,"566 43 604 140 0 0.723661 
"
203,"259 149 293 243 0 0.542507 
"
204,"566 44 603 139 0 0.773861 
"
205,"566 37 603 140 0 0.800812 
"
206,"270 150 304 240 0 0.579367 
"
207,"273 151 306 242 0 0.591006 
"
208,"272 152 311 245 0 0.584956 
"
209,"276 155 321 244 0 0.59853 
"
210,"276 154 327 246 0 0.715284 
"
211,"281 152 327 248 0 0.636399 
"
212,"284 150 327 248 0 0.711607 
"
212,"565 38 601 136 0 0.626288 
"
213,"286 148 329 246 0 0.771055 
"
214,"290 152 329 245 0 0.763176 
"
214,"564 39 601 134 0 0.56589 
"
215,"294 151 330 244 0 0.63734 
"
215,"566 33 602 130 0 0.594038 
"
216,"565 30 601 128 0 0.743591 
"
216,"297 153 331 244 0 0.646997 
"
217,"297 152 334 244 0 0.798469 
"
217,"565 26 602 129 0 0.765929 
"
219,"566 23 603 125 0 0.636524 
"
220,"566 24 601 125 0 0.672631 
"
220,"308 152 343 247 0 0.579492 
"
221,"566 22 602 125 0 0.722986 
"
221,"309 155 350 249 0 0.59151 
"
222,"565 22 601 124 0 0.626754 
"
223,"565 23 601 123 0 0.631095 
"
224,"565 22 601 125 0 0.684988 
"
225,"565 22 603 125 0 0.663805 
"
226,"564 21 602 126 0 0.701019 
"
226,"320 161 358 250 0 0.520161 
"
227,"563 24 602 125 0 0.752546 
"
228,"563 28 601 123 0 0.661846 
"
229,"563 27 600 125 0 0.801477 
"
230,"564 24 603 118 0 0.668649 
"
231,"564 27 601 117 0 0.524674 
"
232,"562 23 600 120 0 0.581261 
"
233,"562 19 600 117 0 0.621872 
"
234,"562 18 600 112 0 0.58796 
"
241,"561 19 597 116 0 0.632778 
"
242,"563 15 596 111 0 0.576683 
"
243,"562 16 596 112 0 0.688474 
"
244,"563 15 596 113 0 0.853184 
"
245,"562 14 595 113 0 0.863737 
"
246,"561 14 596 110 0 0.766761 
"
246,"385 164 418 259 0 0.51741 
"
247,"561 14 596 104 0 0.671949 
"
247,"384 166 419 258 0 0.577514 
"
248,"561 12 595 98 0 0.641707 
"
249,"561 11 595 100 0 0.630831 
"
250,"561 11 594 102 0 0.744879 
"
251,"560 11 593 102 0 0.712157 
"
252,"559 11 595 101 0 0.779634 
"
253,"558 11 594 103 0 0.765067 
"
254,"557 10 592 101 0 0.735467 
"
255,"557 11 594 100 0 0.718863 
"
256,"558 10 595 103 0 0.776166 
"
256,"410 165 446 256 0 0.569685 
"
257,"557 11 592 104 0 0.731544 
"
257,"410 174 451 266 0 0.541065 
"
258,"557 10 591 105 0 0.78312 
"
258,"411 175 454 268 0 0.719842 
"
259,"557 10 592 103 0 0.780715 
"
259,"410 176 456 272 0 0.553215 
"
260,"556 10 590 101 0 0.673313 
"
260,"412 176 457 274 0 0.522286 
"
261,"556 8 589 100 0 0.723453 
"
261,"413 175 460 273 0 0.646373 
"
262,"557 7 589 98 0 0.686425 
"
263,"557 6 589 97 0 0.566033 
"
264,"555 5 588 94 0 0.610024 
"
265,"556 4 588 93 0 0.608281 
"
266,"555 6 589 91 0 0.59279 
"
267,"442 172 476 271 0 0.782536 
"
267,"554 5 588 92 0 0.601854 
"
268,"443 172 479 273 0 0.872939 
"
268,"556 5 586 91 0 0.631811 
"
269,"445 173 481 276 0 0.838493 
"
269,"555 4 588 93 0 0.660342 
"
270,"448 173 481 279 0 0.796303 
"
270,"553 7 588 91 0 0.638186 
"
271,"451 174 484 281 0 0.678966 
"
271,"552 7 589 88 0 0.597721 
"
272,"453 177 487 279 0 0.652098 
"
272,"554 4 589 91 0 0.636308 
"
273,"453 177 489 280 0 0.701977 
"
273,"555 4 592 91 0 0.525328 
"
274,"455 179 494 282 0 0.589443 
"
276,"554 6 594 86 0 0.57996 
"
278,"554 1 591 80 0 0.560211 
"
279,"482 175 514 279 0 0.73967 
"
280,"483 178 516 281 0 0.767065 
"
281,"485 181 518 282 0 0.566742 
"
282,"486 182 523 285 0 0.592303 
"
283,"484 183 524 284 0 0.501526 
"
303,"333 209 380 292 0 0.565308 
"
304,"333 213 378 291 0 0.636286 
"
305,"330 219 377 294 0 0.607282 
"
307,"535 204 568 301 0 0.68308 
"
